Código Mantenedora,Razão Social,CNPJ,Natureza Jurídica,Código IES,Instituição(IES),Sigla,Telefone,Sitio,e-Mail,Endereço Sede,Município,UF,Organização Acadêmica,Tipo de Credenciamento,Categoria,Categoria Administrativa,Data do Ato de Criação da IES,CI,Ano CI,CI-EaD,Ano CI-EaD,IGC,Ano IGC,Reitor/Dirigente Principal,Representante Legal,Sinalizações Vigentes,Situação da IES
236,SOCIEDADE MINEIRA DE CULTURA,17.178.195/0001-67,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação,338,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS (PUC MINAS),PUC MINAS,(31) 3319 4444; (31) 3319 4337,www.pucminas.br,progradmec@pucminas.br,Avenida Dom José Gaspar - 500 - CEP: 30535-901 - Coração Eucarístico,Belo Horizonte,MG,Universidade,EAD - Superior / Presencial - Superior,Privada,Privada sem fins lucrativos,1958-12-12,4,2009,-,,4,2019,,,Em Supervisão - Medida Cautelar,Ativa
378,FUNDACAO SAO PAULO,60.990.751/0001-24,Privada sem fins lucrativos,546,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO (PUCSP),PUCSP,(11) 3670 8278 E/OU 3670 8309,www.pucsp.br,"reitoria@pucsp.br, cmsouza@pucsp.br",Rua Monte Alegre - 984 - CEP: 05014-901 - Perdizes,São Paulo,SP,Universidade,EAD - Superior / Presencial - Superior,Privada,Privada sem fins lucrativos,1946-09-05,4,2010,5,2016,4,2019,,,,Ativa
10,ASSOCIACAO PARANAENSE DE CULTURA - APC,76.659.820/0001-51,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,10,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ (PUCPR),PUCPR,(41) 32711194;32711505,www.pucpr.br,regulacao@pucpr.br;proreitoria.graduacao@pucpr.br;daniele.sehli@pucpr.br,Rua Imaculada Conceição - 1155 - CEP: 80215-901 - Prado Velho,Curitiba,PR,Universidade,EAD - Superior / Presencial - Superior,Privada,Privada sem fins lucrativos,1960-06-14,5,2009,-,,4,2019,,,,Ativa
367,FACULDADES CATOLICAS,33.555.921/0001-70,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,528,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO (PUC-RIO),PUC-RIO,(21) 3527-1133,www.puc-rio.br,ccg528@puc-rio.br,Pontifícia Universidade Católica - PUC - 225 - CEP: 22451-900 - Gávea,Rio de Janeiro,RJ,Universidade,EAD - Superior / Presencial - Superior,Privada,Privada sem fins lucrativos,1940-10-30,5,2009,4,2013,4,2019,,,,Ativa
21,UNIAO BRASILEIRA DE EDUCACAO E ASSISTENCIA,88.630.413/0001-09,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,21,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL (PUCRS),PUCRS,51 33203500,www.pucrs.br,asplan@pucrs.br; cpa@pucrs.br,Av. Ipiranga - 6681 - CEP: 90619-900 - Partenon,Porto Alegre,RS,Universidade,EAD - Superior / Presencial - Superior,Privada,Privada sem fins lucrativos,1948-11-11,4,2010,4,2013,4,2019,,,,Ativa
1431,CENTRO DE ENSINO SUPERIOR RATIO LTDA - EPP,03.529.230/0001-30,Privada com fins lucrativos,2180,RATIO - FACULDADE TEOLÓGICA E FILOSÓFICA (RATIO),RATIO,(85) 3021 5553,www.ratio.edu.br,secacademica@ratio.edu.br;djasaid@uol.com.br;orlandoadvocacia@hotmail.com,Avenida Visconde do Rio Branco - 2.801 - CEP: 60055-171 - Joaquim Távora,Fortaleza,CE,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,2002-05-13,3,2016,3,2019,2,2019,,,,Ativa
17175,CENTRO EDUCACIONAL DE ENSINO SUPERIOR DE BRASILIA,05.211.443/0001-45,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,2948,REAL FACULDADE DE BRASÍLIA (FU),FU,(61) 3272 1111,,hyeteixeira@gmail.com,Quadra SCRN 708/709 Bloco B - loja - 18 - CEP: 70741-620 - Asa Norte,Brasília,DF,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,2018-12-10,-,,-,,-,,,,,Ativa
16299,KANTIANO CENTRO DE PESQUISA E EDUCACAO SUPERIOR LTDA - ME,11.787.414/0001-29,Privada com fins lucrativos,3675,Sinal Faculdade de Ciências Humanas e Sociais (SINAL),SINAL,(68) 32216781,www.sinalfaculdade.com.br,sinalfaculdade@yahoo.com.br;assisprof@yahoo.com.br;sarah_cs77@yahoo.com.br,Av. Francisco Pinheiro de Moraes - 793 - CEP: 69908-820 - Loteamento Santo Afonso,Rio Branco,AC,Faculdade,Presencial - Superior,Privada,Privada sem fins lucrativos,2005-07-28,2,2019,-,,2,2019,,,,Ativa
16160,PETROLEO BRASILEIRO S A PETROBRAS,33.000.167/0001-01,Privada com fins lucrativos,18880,Sistema Educacional Corporativo da Petrobras,-,21 3487 3537,,claudiobarreiro@pettrobras.com.br,Rua Júlio do Carmo - 323 - CEP: 20211-225 - Cidade Nova,Rio de Janeiro,RJ,Faculdade,Escola do Governo,Privada,Privada com fins lucrativos,2020-11-09,4,2016,-,,-,,,,,Ativa
16148,SOBERANA FACULDADE DE SAUDE DE PETROLINA LTDA - EPP,19.265.047/0001-05,Privada com fins lucrativos,18896,Soberana Faculdade de Saúde de Petrolina (SOBERANA),SOBERANA,(87) 38641668,www.faculdadesoberana.com.br,regulacao.soberana@gmail.com,Avenida Coronel Antônio Honorato Viana - s/n - CEP: 56308-000 - Gercino Coelho,Petrolina,PE,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,2017-05-23,4,2015,-,,-,,,,,Ativa
14217,SOCIEDADE BRASILEIRA PARA O ENSINO E PESQUISA LTDA - ME,05.067.943/0001-55,Privada com fins lucrativos,15894,SOBRESP - Faculdade de Ciências da Saúde (SOBRESP),SOBRESP,(55)3214-1111,www.sobresp.com,diretoria.academica@sobresp.edu.br,Rua Appel - 520 - CEP: 97015-030 - Centro,Santa Maria,RS,Faculdade,EAD - Superior / EAD - Lato-sensu / Presencial - Superior,Privada,Privada com fins lucrativos,2014-10-02,4,2019,3,2018,3,2019,,,,Ativa
1139,CENTRO DE ENSINO SUPERIOR STRONG,03.986.941/0001-34,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,1723,STRONG BUSINESS SCHOOL,-,(11) 44336161,www.esags.edu.br,esags@esags.edu.br,Avenida Industrial - 1455 - CEP: 09080-510 - Jardim,Santo André,SP,Faculdade,EAD - Superior / Presencial - Superior,Privada,Privada sem fins lucrativos,2001-05-22,4,2017,4,2019,4,2019,,,,Ativa
1139,CENTRO DE ENSINO SUPERIOR STRONG,03.986.941/0001-34,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,4943,STRONG BUSINESS SCHOOL BS,-,13 21270003,www.esags.edu.br,esagsbs@esags.edu.br,Avenida Conselheiro Nébias - 159 - CEP: 11015-001 - Paquetá,Santos,SP,Faculdade,Presencial - Superior,Privada,Privada sem fins lucrativos,2008-05-12,4,2019,-,,4,2019,,,,Ativa
16711,SVT CONSULTORES LTDA - ME,00.467.109/0001-33,Privada com fins lucrativos,22405,SVT FACULDADE DE ENSINO SUPERIOR (SVT),SVT,9832356467,www.cecgp.com.br,svt@svtconsultores.com.br,Avenida Castelo Branco - 605 - CEP: 65076-090 - São Francisco,São Luís,MA,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,2019-10-22,4,2018,-,,-,,,,,Ativa
873,FACULDADE TREVISAN LTDA,03.195.861/0001-60,Privada com fins lucrativos,1311,TREVISAN ESCOLA SUPERIOR DE NEGÓCIOS (TREVISAN),TREVISAN,(11) 31385200,www.trevisan.edu.br,renata.bianchi@trevisan.edu.br; diego.goncalves@trevisan.edu.br,Avenida Padre Antônio José dos Santos - 1530 - CEP: 04563-004 - Cidade Monções,São Paulo,SP,Faculdade,EAD - Superior / Presencial - Superior,Privada,Privada com fins lucrativos,1999-06-24,4,2018,5,2018,4,2019,,,,Ativa
873,FACULDADE TREVISAN LTDA,03.195.861/0001-60,Privada com fins lucrativos,13811,TREVISAN ESCOLA SUPERIOR DE NEGÓCIOS,-,(11) 3138-5200,www.trevisan.edu.br,diego.goncalves@trevisan.edu.br,Rua Primeiro de Março - 33 - CEP: 20010-000 - Centro,Rio de Janeiro,RJ,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,2011-07-20,4,2016,-,,3,2019,,,,Ativa
873,FACULDADE TREVISAN LTDA,03.195.861/0001-60,Privada com fins lucrativos,14878,TREVISAN ESCOLA SUPERIOR DE NEGÓCIOS- (TEN),TEN,1131385200,www.trevisan.edu.br,renata.bianchi@trevisan.edu.br;diego.goncalves@trevisan.edu.br,Rua Padre Guedes - 695 - CEP: 13580-000 - Centro,Ribeirão Bonito,SP,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,2013-01-23,3,2017,-,,-,,,,,Ativa
1847,SER EDUCACIONAL S.A.,04.986.320/0001-13,Privada com fins lucrativos,18651,Unama Faculdade da Amazônia de Boa Vista (UNAMA),UNAMA,(81) 3413-4611,www.mauriciodenassau.edu.br,emec@sereducacional.com,Av. Ville Roy - 1672 - CEP: 69307-725 - Caçari,Boa Vista,RR,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,2017-01-11,3,2015,-,,-,,,,,Ativa
1847,SER EDUCACIONAL S.A.,04.986.320/0001-13,Privada com fins lucrativos,18672,Unama Faculdade da Amazônia de Macapá,-,(81) 3413-4611,www.mauriciodenassau.edu.br,emec@sereducacional.com,Avenida Antônio Coelho de Carvalho - 1811 - CEP: 68900-015 - Central,Macapá,AP,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,2017-07-21,4,2016,-,,-,,,,,Ativa
1847,SER EDUCACIONAL S.A.,04.986.320/0001-13,Privada com fins lucrativos,18650,UNAMA FACULDADE DA AMAZÔNIA DE RIO BRANCO (FMN RIO BRANCO),FMN RIO BRANCO,(81) 3413-4611,www.mauriciodenassau.edu.br,emec@sereducacional.com,Rua Rubens Carneiro - 536 - CEP: 69918-044 - Abrão Alab,Rio Branco,AC,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,2017-03-07,4,2015,-,,-,,,,,Ativa
16468,UNETRI - UNIAO DE ENSINO DA TRIFRONTEIRA LTDA - ME,21.614.205/0001-37,Privada com fins lucrativos,20667,UNETRI FACULDADES (UNETRI),UNETRI,49 3644 2986,unetri.edu.br,unetri@control.cnt.br,"BR 163, KM 01 - s/n - CEP: 85700-000 - Industrial",Barracão,PR,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,2017-08-18,4,2016,-,,-,,,,,Ativa
555,ASSOCIACAO EDUCACIONAL DE ENSINO SUPERIOR,56.569.197/0001-39,Privada sem fins lucrativos,1046,UNIÃO DAS FACULDADES DOS GRANDES LAGOS (UNILAGO),UNILAGO,(17) 3203 6166,www.unilago.edu.br,unilago@unilago.edu.br,Rua Eduardo Nielsen - 960 - CEP: 15030-070 - Jardim Aeroporto,São José do Rio Preto,SP,Faculdade,EAD - Superior / Presencial - Superior,Privada,Privada sem fins lucrativos,1989-07-10,4,2017,3,2016,3,2019,,,,Ativa
17040,CENTRO INTEGRADO DE EDUCACAO LTDA - ME,27.069.309/0001-94,Privada com fins lucrativos,22975,UNICORP FACULDADES (UNICORP),UNICORP,83 30349720,www.unicorpfaculdades.edu.br,secretaria@unicorpfaculdades.edu.br,Rua João Amorim - 256 - CEP: 58013-310 - Centro,João Pessoa,PB,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,2020-01-15,3,2019,-,,-,,,,,Ativa
14626,FUNDACAO UNIVERSIDADE ALTO VALE DO RIO DO PEIXE - FUNIARP,82.798.828/0001-00,Privada sem fins lucrativos,15032,UNIVERSIDADE ALTO VALE DO RIO DO PEIXE (UNIARP),UNIARP,4935616200,www.uniarp.edu.br,presidente@uniarp.edu.br;mayne@uniarp.edu.br,Rua Victor Baptista Adami - 800 - CEP: 89500-199 - Centro,Caçador,SC,Universidade,EAD - Superior / Presencial - Superior,Privada,Privada sem fins lucrativos,2017-03-27,-,,4,2015,4,2019,,,,Ativa
16452,ANHANGUERA EDUCACIONAL PARTICIPACOES S/A,04.310.392/0001-46,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,671,UNIVERSIDADE ANHANGUERA (UNIDERP),UNIDERP,(31) 2126-0820/(19) 98951-2596,,ddi@kroton.com.br; adriana.rsilva@kroton.com.br,Rua Ceará - 333 - CEP: 79003-010 - Miguel Couto,Campo Grande,MS,Universidade,EAD - Superior / Presencial - Superior,Privada,Privada com fins lucrativos,1976-09-06,3,2009,-,,3,2019,,,Unificação de Mantidas,Ativa
16452,ANHANGUERA EDUCACIONAL PARTICIPACOES S/A,04.310.392/0001-46,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,457,UNIVERSIDADE ANHANGUERA DE SÃO PAULO (UNIAN - SP),UNIAN - SP,(11) 2967-9000 (11) 2967-9165 (11) 2967-9056,http://www.anhanguera.com/home/,ddi@kroton.com.br;,Rua Afonso Celso - 235 - CEP: 04119-901 - Vila Mariana,São Paulo,SP,Universidade,EAD - Superior / Presencial - Superior,Privada,Privada com fins lucrativos,1994-01-17,4,2017,-,,3,2019,,,Em Descredenciamento voluntário,Ativa
321,ISCP - SOCIEDADE EDUCACIONAL LTDA.,62.596.408/0001-25,Privada com fins lucrativos,466,UNIVERSIDADE ANHEMBI MORUMBI (UAM),UAM,(11) 3293-1709,www.anhembi.br,regulatorioregionalsp@animaeducacao.com.br,Rua Dr. Almeida Lima - 1124 e 1134 - CEP: 03164-000 - Brás,São Paulo,SP,Universidade,EAD - Superior / Presencial - Superior,Privada,Privada com fins lucrativos,1972-02-18,3,2009,4,2017,4,2019,,,,Ativa
16878,UNIVERSIDADE BRASIL LTDA.,09.099.207/0001-30,Privada com fins lucrativos,319,UNIVERSIDADE BRASIL (UB),UB,11 3241.8771,http://universidadebrasil.edu.br,legis.educ@universidadebrasil.edu.br,Rua Carolina Fonseca - 584 - CEP: 08230-030 - ITAQUERA,São Paulo,SP,Universidade,EAD - Superior / Presencial - Superior,Privada,Privada sem fins lucrativos,1989-06-16,4,2009,4,2020,3,2019,,,"Em Supervisão - Procedimento Sancionador com Medida Cautelar, Sub Judice",Ativa
134,ASSOCIACAO SOCIEDADE BRASILEIRA DE INSTRUCAO - EM RECUPERACAO JUDICIAL,33.646.001/0001-67,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,1153,UNIVERSIDADE CÂNDIDO MENDES (UCAM),UCAM,(21) 3221-9550 (11) 95585-2277,http://www.ucam.edu.br,andrea.ferreira@candidomendes.edu.br; cmendes@candidomendes.edu.br,Rua da Assembléia - 10 - CEP: 20011-901 - Centro,Rio de Janeiro,RJ,Universidade,EAD - Superior / Presencial - Superior,Privada,Privada sem fins lucrativos,1997-11-25,4,2012,4,2019,3,2019,,,Em Supervisão - Procedimento Sancionador com Medida Cautelar,Ativa
129,CENTRO EDUCACIONAL DE REALENGO,42.265.413/0001-48,Privada sem fins lucrativos,176,UNIVERSIDADE CASTELO BRANCO (UCB),UCB,(21) 3216 7700,www.castelobranco.br,amiltondonascimento@gmail.com,Avenida Santa Cruz - 1631 - CEP: 21710-250 - Realengo,Rio de Janeiro,RJ,Universidade,EAD - Superior / Presencial - Superior,Privada,Privada sem fins lucrativos,1994-12-30,4,2017,-,,3,2019,,,,Ativa
278,UNIAO BRASILEIRA DE EDUCACAO CATOLICA,00.331.801/0001-30,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,403,UNIVERSIDADE CATÓLICA DE BRASÍLIA (UCB),UCB,(61) 33569000,www.ucb.br,reitoria@ucb.br;naiara.ns@hotmail.com;naiaras@ucb.br;franklinr@ucb.br;bruno.martins@ucb.br,"QS 07, EPCT - LOTE 01 - CEP: 71966-900 - Areal (Águas Claras)",Brasília,DF,Universidade,EAD - Superior / Presencial - Superior,Privada,Privada sem fins lucrativos,1974-03-12,4,2010,3,2013,4,2019,,,,Ativa
18,ASSOCIACAO PELOTENSE DE ASSISTENCIA E CULTURA,92.238.914/0001-03,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,18,UNIVERSIDADE CATÓLICA DE PELOTAS (UCPEL),UCPEL,(53)21288220,www.ucpel.edu.br,reitoria@ucpel.edu.br,Rua Félix da Cunha - 412 - CEP: 96010-000 - Centro,Pelotas,RS,Universidade,EAD - Superior / Presencial - Superior,Privada,Privada sem fins lucrativos,1960-11-12,4,2010,4,2015,3,2019,,,Adesão ao PROIES,Ativa
11,CENTRO DE EDUCACAO TECNICA E CULTURAL,10.847.705/0001-00,Privada sem fins lucrativos,11,UNIVERSIDADE CATÓLICA DE PERNAMBUCO (UNICAP),UNICAP,(81) 2119 4011; (81) 2119 4206,www.unicap.br,pedro.rubens@unicap.br,Rua do Príncipe - 526 - CEP: 50050-900 - Boa Vista,Recife,PE,Universidade,EAD - Superior / Presencial - Superior,Privada,Privada sem fins lucrativos,1943-03-31,5,2018,5,2016,3,2019,,,,Ativa
15046,ASSOCIACAO FACULDADES CATOLICAS PETROPOLITANAS,03.108.082/0001-80,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,15,UNIVERSIDADE CATÓLICA DE PETRÓPOLIS (UCP),UCP,(24) 2244 4061,www.ucp.br,proacad@ucp.br;sandra.motta@ucp.br,Rua Benjamin Constant - 213 - CEP: 25610-130 - Centro,Petrópolis,RJ,Universidade,EAD - Superior / Presencial - Superior,Privada,Privada sem fins lucrativos,1961-12-21,4,2017,5,2010,4,2019,,,,Ativa
165,SOCIEDADE VISCONDE DE S LEOPOLDO,58.191.008/0001-62,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,227,UNIVERSIDADE CATÓLICA DE SANTOS (UNISANTOS),UNISANTOS,(13) 3205-5555,www.unisantos.br,reitor@unisantos.br,Avenida Conselheiro Nébias - 300 - CEP: 11015-002 - Vila Mathias,Santos,SP,Universidade,EAD - Superior / EAD - Lato-sensu / Presencial - Superior,Privada,Privada sem fins lucrativos,1986-02-07,3,2011,4,2019,4,2019,,,,Ativa
270,MISSAO SALESIANA DE MATO GROSSO,03.226.149/0001-81,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,387,UNIVERSIDADE CATÓLICA DOM BOSCO (UCDB),UCDB,(67) 3312 3339,www.ucdb.br,progex@ucdb.br,Avenida Tamandaré - 6000 - CEP: 79117-900 - Jardim Seminário,Campo Grande,MS,Universidade,EAD - Superior / Presencial - Superior,Privada,Privada sem fins lucrativos,1961-11-24,3,2009,4,2013,4,2019,,,,Ativa
360,ASSOCIACAO UNIVERSITARIA E CULTURAL DA BAHIA,13.970.322/0001-05,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,519,UNIVERSIDADE CATÓLICA DO SALVADOR (UCSAL),UCSAL,(71) 32067988,www.ucsal.br,reitoria@ucsal.br,Avenida Professor Pinto de Aguiar - 2589 - CEP: 41740-090 - Pituaçu,Salvador,BA,Universidade,EAD - Superior / Presencial - Superior,Privada,Privada sem fins lucrativos,1961-10-19,3,2009,-,,3,2019,,,,Ativa
560,CESUMAR - CENTRO DE ENSINO SUPERIOR DE MARINGA LTDA,79.265.617/0001-99,Privada com fins lucrativos,1196,UNIVERSIDADE CESUMAR (UNICESUMAR),UNICESUMAR,(44) 3027 6360 - RAMAL 1109,www.unicesumar.edu.br,normas@unicesumar.edu.br;fabiana.silva@unicesumar.edu.br,Avenida Guedner - 1610 - CEP: 87050-390 - Jardim Aclimação,Maringá,PR,Universidade,EAD - Superior / Presencial - Superior,Privada,Privada com fins lucrativos,1989-12-06,5,2019,4,2013,4,2019,,,,Ativa
2559,CEUMA-ASSOCIACAO DE ENSINO SUPERIOR,23.689.763/0001-97,Privada sem fins lucrativos,823,UNIVERSIDADE CEUMA (UNICEUMA),UNICEUMA,(98)3214 4277,www.ceuma.br,ntae@ceuma.br,Rua Josue Montello - 01 - CEP: 65075-120 - Renascença II,São Luís,MA,Universidade,EAD - Superior / Presencial - Superior,Privada,Privada sem fins lucrativos,1992-06-10,4,2018,4,2013,3,2019,,,,Ativa
290,SECID - SOCIEDADE EDUCACIONAL CIDADE DE SAO PAULO LTDA,43.395.177/0001-47,Privada com fins lucrativos,417,UNIVERSIDADE CIDADE DE SÃO PAULO (UNICID),UNICID,(11) 2178-1428,www.unicid.edu.br,luiz.amaral@cruzeirodosul.edu.br,Rua Cesário Galero - 448/475 - CEP: 03071-000 - Tatuapé,São Paulo,SP,Universidade,EAD - Superior / Presencial - Superior,Privada,Privada com fins lucrativos,1972-05-30,3,2017,4,2015,4,2019,,,,Ativa
2012,FUNDACAO UNIVERSITARIA DO DESENVOLVIMENTO DO OESTE,82.804.642/0001-08,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação,3151,UNIVERSIDADE COMUNITÁRIA DA REGIÃO DE CHAPECÓ (UNOCHAPECÓ),UNOCHAPECÓ,(49) 3321 8233,www.unochapeco.edu.br,reitoria@unochapeco.edu.br,Avenida Senador Attílio Fontana - 591 - CEP: 89809-000 - EFAPI,Chapecó,SC,Universidade,EAD - Superior / Presencial - Superior,Privada,Privada sem fins lucrativos,1970-07-04,5,2017,4,2011,3,2019,,,,Ativa
159,CRUZEIRO DO SUL EDUCACIONAL S.A.,62.984.091/0001-02,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,221,UNIVERSIDADE CRUZEIRO DO SUL (UNICSUL),UNICSUL,(11) 2178 1483,www.cruzeirodosul.edu.br,luiz.amaral@cruzeirodosul.edu.br,Avenida Doutor Ussiel Cirilo - 225 - CEP: 08060-070 - São Miguel,São Paulo,SP,Universidade,EAD - Superior / Presencial - Superior,Privada,Privada com fins lucrativos,1993-06-25,5,2009,5,2019,4,2019,,,,Ativa
2447,INSTITUTO CAMPINENSE DE ENSINO SUPERIOR LTDA,05.933.016/0001-70,Privada com fins lucrativos,383,UNIVERSIDADE DA AMAZÔNIA (UNAMA),UNAMA,(81) 3413-4611,www.unama.br,emec@sereducacional.com,Avenida Alcindo Cacela - 287 - CEP: 66060-902 - Umarizal,Belém,PA,Universidade,EAD - Superior / Presencial - Superior,Privada,Privada com fins lucrativos,1974-06-20,4,2013,5,2017,3,2019,,,Unificação de Mantidas,Ativa
16658,UNIVERSIDADE DA INTEGRACAO INTERNACIONAL DA LUSOFONIA AFRO-BRASILEIRA,12.397.930/0001-00,Pessoa Jurídica de Direito Público - Federal,15497,UNIVERSIDADE DA INTEGRAÇÃO INTERNACIONAL DA LUSOFONIA AFRO-BRASILEIRA (UNILAB),UNILAB,(85) 3332 1410,www.unilab.edu.br,gabinete@unilab.edu.br,Av. da Abolição - 03 - CEP: 62790-000 - Centro,Redenção,CE,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Federal,2010-07-21,4,2017,4,2019,4,2019,,,,Ativa
65,FUNDACAO EDUCACIONAL DA REGIAO DE JOINVILLE,84.714.682/0001-94,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Sociedade,81,UNIVERSIDADE DA REGIÃO DE JOINVILLE (UNIVILLE),UNIVILLE,(47) 3461 9000,www.univille.br,reitoria@univille.br,Rua Paulo Malschitzki - 10 - CEP: 89219-710 - Campus Universitário - Zona Industrial,Joinville,SC,Universidade,EAD - Superior / Presencial - Superior,Privada,Privada sem fins lucrativos,1967-07-17,4,2019,4,2017,3,2019,,,,Ativa
88,ASSOCIACAO SAO BENTO DE ENSINO,43.969.732/0001-05,Privada sem fins lucrativos,124,UNIVERSIDADE DE ARARAQUARA (UNIARA),UNIARA,16- 3301-7100,www.uniara.com.br,uniara@uniara.com.br,Rua Voluntários da Pátria - 1309 - CEP: 14801-320 - Centro,Araraquara,SP,Universidade,EAD - Superior / Presencial - Superior,Privada,Privada sem fins lucrativos,1968-08-14,4,2015,4,2019,3,2019,,,,Ativa
2,FUNDACAO UNIVERSIDADE DE BRASILIA,00.038.174/0001-43,Pessoa Jurídica de Direito Público - Federal,2,UNIVERSIDADE DE BRASÍLIA (UNB),UNB,(61)3107-0254,www.unb.br,unb@unb.br,Campus Universitário Darcy Ribeiro - s/n - CEP: 70910-900 - Asa Norte,Brasília,DF,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Federal,1962-01-16,5,2020,3,2013,4,2019,,,,Ativa
13,FUNDACAO UNIVERSIDADE DE CAXIAS DO SUL,88.648.761/0001-03,Privada sem fins lucrativos,13,UNIVERSIDADE DE CAXIAS DO SUL (UCS),UCS,(54) 3218 2143,www.ucs.br,rec-cursos@ucs.br,Rua Francisco Getúlio Vargas - 1130 - CEP: 95070-560 - Petrópolis,Caxias do Sul,RS,Universidade,EAD - Superior / Presencial - Superior,Privada,Privada sem fins lucrativos,1967-02-10,4,2014,4,2013,4,2019,,,,Ativa
311,FUNDACAO UNIVERSIDADE DE CRUZ ALTA,92.928.845/0001-60,Privada sem fins lucrativos,446,UNIVERSIDADE DE CRUZ ALTA (UNICRUZ),UNICRUZ,(55) 3321 1500,www.unicruz.edu.br,legislacao@unicruz.edu.br,Rodovia Municipal Jacob Della Mea - s/n - CEP: 98020-290 - Parada Benito,Cruz Alta,RS,Universidade,EAD - Superior / Presencial - Superior,Privada,Privada sem fins lucrativos,1988-10-24,4,2019,4,2018,3,2019,,,"Adesão ao PROIES, Credenciamento EaD Provisório",Ativa
14514,EDITORA E DISTRIBUIDORA EDUCACIONAL S/A,38.733.648/0001-40,Privada com fins lucrativos,780,UNIVERSIDADE DE CUIABÁ (UNIC/UNIME),UNIC/UNIME,(65) 3615 1000,www.unic.br,edivania.ricardo@kroton.com.br; ddi@kroton.com.br,Avenida Manoel José de Arruda - 3100 - CEP: 78065-900 - Jardim Europa,Cuiabá,MT,Universidade,EAD - Superior / Presencial - Superior,Privada,Privada com fins lucrativos,1988-02-29,3,2011,5,2018,3,2019,,,,Ativa
386,FUNDACAO EDSON QUEIROZ,07.373.434/0001-86,Privada sem fins lucrativos,555,UNIVERSIDADE DE FORTALEZA (UNIFOR),UNIFOR,(85) 34773400,www.unifor.br,reitoria@unifor.br,Avenida Washington Soares - 1321 - CEP: 60811-905 - Edson Queiroz,Fortaleza,CE,Universidade,EAD - Superior / Presencial - Superior,Privada,Privada sem fins lucrativos,1973-01-05,4,2012,5,2019,4,2019,,,,Ativa
342,ACEF S/A.,46.722.831/0001-78,Privada com fins lucrativos,496,UNIVERSIDADE DE FRANCA (UNIFRAN),UNIFRAN,(16) 3711-8815,www.unifran.edu.br,katia.ciuffi@unifran.edu.br,Avenida Doutor Armando Sales Oliveira - 201 - CEP: 14404-600 - Parque Universitário,Franca,SP,Universidade,EAD - Superior / Presencial - Superior,Privada,Privada com fins lucrativos,1972-04-07,4,2009,3,2013,3,2019,,,,Ativa
506,FUNDACAO UNIRG,01.210.830/0001-06,Pessoa Jurídica de Direito Público - Municipal,750,UNIVERSIDADE DE GURUPI (UnirG),UnirG,(63) 3612 7600,www.unirg.edu.br,reitoria@unirg.edu.br; pi@unirg.edu.br;millena@unirg.edu.br,Avenida Pará - 2432 - CEP: 77423-250 - Waldir Lins II,Gurupi,TO,Universidade,Presencial - Superior,Publica,Pública Municipal,1985-05-31,-,,-,,2,2019,,,,Ativa
